Local Authority Reference,Works Status,Works Type,Category Of Works,Description Of Works,Street,Location Of Works,Locality,Start Date,End Date,Reference,Responsible Company,Contact Telephone Number,Emergency Contact Telephone Number,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Organisation URI
LA00523055,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Temporary Traffic Restriction,AGAR GROVE; MURRAY STREET; St AUGUSTINE�S ROAD; ST PANCRAS ROAD; RANDOLPH STREET; CAMDEN SQUARE  Temporary Traffic Restriction S14(1): 43484  Reason: To facilitate Agar Grove road over rail bridge demolition and reconstruction for Bam Nuttall Ltd / Ben King  Operational Dates: 11-11-24 to 12-05-25Details of Order: Close Agar Grove (11-11-24 to 03-02-25) Close Murray Street Between 1 and 15 (11-11-24 to 12-05-25) Close St Augustine's Road between 4 and 54 (11-11-24 to 12-05-25. Close St Pancras,Agar Grove,At the junction of Murray Street and St Pauls Crescent,Cantelowes,11/11/2024,12/05/2025,CM001-L-LIVE-00060939,Camden,-,-,E05013654,Camden Square,529702.71,184340.22,-0.131012,51.543066,"(51.543066, -0.131012)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00508555,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate building works,St Cross Street,Side of 20-24 Kirby Street,Holborn And Covent Garden,30/10/2023,28/04/2025,CM001-L-LIVE-00058720,Camden,-,-,E05013662,Holborn and Covent Garden,531410.82,181904.55,-0.107303,51.520782,"(51.520782, -0.107303)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528440,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 4x600x600 asps,West End Lane,so 219 by crossing,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294524,Camden,-,-,E05013671,West Hampstead,525516.19,184859.71,-0.191166,51.54868,"(51.54868, -0.191166)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528411,PROPOSED WORKS,MINOR,Streetworks,[Disconnection or alteration of supply] NLD - 4 X DISCONNECTIONS  2m cw opp 37  2m cw opp 39  2m cwopp junction of Orde Hall Street,Great Ormond Street,OPPOSITE 41 TO OPPOSITE JUNCTION OF ORDE HALL STREET,Holborn And Covent Garden,25/03/2025,26/03/2025,MU091-NLD081336235-00200,Thames Water Utilities Ltd,-,-,E05013662,Holborn and Covent Garden,530508.17,182008.12,-0.120268,51.521922,"(51.521922, -0.120268)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523991,IN PROGRESS,STANDARD,Streetworks,[New service connection] Connections Projects: Installation of a new electricity supply for a customer: Parking/Loading Bay Suspension: Excavation of joint holes and track work for a new electrical connection. Please see additional info,Elsworthy Road,"O.S No 23 & OS no 38 - 42, NW1",Swiss Cottage,20/03/2025,01/04/2025,EC400-30358385,Uk Power Networks Eastern& London,-,-,E05013667,Primrose Hill,527319.88,184056.74,-0.165457,51.54106,"(51.54106, -0.165457)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525126,PROPOSED WORKS,MAJOR,Streetworks,Lift and relay C/W Setts,Monmouth Street,From 7 Dials to juction of Tower St (Nos 30 -52),Holborn And Covent Garden,28/04/2025,25/07/2025,CM045-G-LIVE-00292235,Camden,-,-,E05013662,Holborn and Covent Garden,530051.58,180999.6,-0.127217,51.512964,"(51.512964, -0.127217)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521748,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate refurbishment,Gray's Inn Road,70,King's Cross,02/10/2024,02/04/2025,CM001-L-LIVE-00060742/01,Camden,-,-,E05013662,Holborn and Covent Garden,530819.63,182266.53,-0.115685,51.524173,"(51.524173, -0.115685)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528256,PROPOSED WORKS,STANDARD,Streetworks,[New service connection] NLS - NEW WATER CONNECTION - Plots 1-3: 3x25mm MDPE Domestic Metered Supplies in a 4-port manifold 1 Capped off 180mm HPPE offsite - Footway 2.5m - Carriageway 3.0m,Fortess Road,O/S 63,Kentish Town,25/03/2025,29/03/2025,MU091-NLS0081393396-0045,Thames Water Utilities Ltd,-,-,E05013663,Kentish Town North,529017.47,185570.53,-0.140437,51.554279,"(51.554279, -0.140437)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528567,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 5x750x600 asps by wall,Chesterford Gardens,so 19,Frognal And Fitzjohns,26/03/2025,28/03/2025,CM045-G-LIVE-00294549,Camden,-,-,E05013657,Frognal,525975.03,185548.83,-0.184305,51.554771,"(51.554771, -0.184305)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527239,PROPOSED WORKS,MAJOR,Streetworks,"[New service connection] NLS - NEW WATER CONNECTION - Plot 1-3: 3x25mm MDPE Domestic metered supplies in a 4-Port Manifold 1 capped -Connection off: 4  CI offsite -Existing Domestic property, C/W 2m,F/W 2m",Broadhurst Gardens,OPP SIDE OF NO 121,Swiss Cottage,22/04/2025,28/04/2025,MU091-NLS00081382714-0045,Thames Water Utilities Ltd,-,-,E05013670,South Hampstead,525674.36,184619.35,-0.188972,51.546485,"(51.546485, -0.188972)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525526,PROPOSED WORKS,STANDARD,Streetworks,[Utility repair and maintenance works] Network Operations Distribution: Install / Replace / Remove electrical link box: Approx. 6m excavation required to allow for removal of aged linkbox and provideroom for siting and jointing of new box and cables,South End Road,j/w Downshire Hill - NW3,Hampstead Town,31/03/2025,04/04/2025,EC400-75611731,Uk Power Networks Eastern& London,-,-,E05013659,Hampstead Town,527090.3,185841.33,-0.168122,51.55715,"(51.55715, -0.168122)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528527,IN PROGRESS,IMMEDIATE (URGENT),Streetworks,[Utility repair and maintenance works] OSV EXCHANGE REQUIRED,Newbury Mews,12,Haverstock,21/03/2025,25/03/2025,MU082-00812994-001,Thames Water Utilities Ltd,-,-,E05013660,Haverstock,528362.21,184665.06,-0.150214,51.546291,"(51.546291, -0.150214)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527133,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (2),Fordwych Road,"33-35 (IN BETWEEN), 115",Fortune Green,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0311295,Thames Water Utilities Ltd,-,-,E05013656,Fortune Green,524471.61,185102.94,-0.206137,51.551097,"(51.551097, -0.206137)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00476883,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of a gantry on the public highway,Gray's Inn Road,160 - 164,King's Cross,23/08/2021,28/04/2025,LIC-L-LIVE-00053550,Camden,-,-,E05013662,Holborn and Covent Garden,530966.68,182050.14,-0.113647,51.522194,"(51.522194, -0.113647)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527633,PROPOSED WORKS,MAJOR,Streetworks,[Highway improvement works] Continius crossing in setts,Stratford Villas,o/s 9 stratford villas to o/s 10 stratford villas,Cantelowes,31/03/2025,03/05/2025,CW064-06364614,Camden,-,-,E05013654,Camden Square,529462.41,184288.65,-0.134495,51.542658,"(51.542658, -0.134495)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522254,IN PROGRESS,MAJOR,Streetworks,[Highway improvement works] Works Compound,Roger Street,j/w Grays Inn Road j/s North Mews,Holborn And Covent Garden,06/01/2025,01/05/2025,CW064-34854440,Camden,-,-,E05013662,Holborn and Covent Garden,530874.13,182124.24,-0.114953,51.522881,"(51.522881, -0.114953)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526752,WORKS ABANDONED,MAJOR,Streetworks,"[Highway improvement works] Upgrade cycle route along York Way footway works max width 2m, max depth600mm; carriageway works max width 1.2m, depth 200mm",York Way,York Way jnc Market Road  to jnc Brewery Road,St Pancras And Somers Town,14/04/2025,09/05/2025,CW064-39431842,Camden,-,-,E05013654,Camden Square,530014.41,184572.91,-0.126434,51.545085,"(51.545085, -0.126434)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528106,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (1),Rossendale Way,5 & 7,St Pancras And Somers Town,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313150,Thames Water Utilities Ltd,-,-,E05013666,Kings Cross,529453.54,184019.43,-0.134721,51.54024,"(51.54024, -0.134721)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528522,PROPOSED WORKS,MINOR,Streetworks,[Utility repair and maintenance works] To clear blockage on existing Vorboss network,Haverstock Hill,"opposite 24 Haverstock Hill, Chalk Farm, London NW3 2BQ",Haverstock,25/03/2025,26/03/2025,D3200-VORBLOCK1958,Vorboss,-,-,E05013660,Haverstock,528094.59,184460.65,-0.154145,51.544515,"(51.544515, -0.154145)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528553,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. pot hole 1m,Swain's Lane,os 85,Highgate,25/03/2025,25/03/2025,CM045-G-LIVE-00294582,Camden,-,-,E05013661,Highgate,528511.33,187133.48,-0.147163,51.568441,"(51.568441, -0.147163)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525986,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] Crane works to top of hotel Bonnington,Southampton Row,"SOUTHAMPTON ROW, ON THE JUNCTION OF BLOOMSBURY PLACE, WC1B 4BB",Holborn And Covent Garden,04/05/2025,04/05/2025,MG012-CSR9063-082689-LB2,Telefonica (O2 (Uk) Limited),-,-,E05013662,Holborn and Covent Garden,530379.18,181797.09,-0.122204,51.520056,"(51.520056, -0.122204)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527270,PROPOSED WORKS,STANDARD,Streetworks,"[New service connection] NLTM - NEW WATER CONNECTION - Plot 1-3: 3x25mm MDPE Domestic metered supplies in a 4-Port Manifold 1 capped -Connection off: 4  CI offsite -Existing Domestic property, C/W 2m,F/W 2m",West End Lane,Jct with Broadhurst Gardens,West Hampstead,27/05/2025,31/05/2025,MU091-NLTM0081382714-0045,Thames Water Utilities Ltd,-,-,E05013671,West Hampstead,525523.99,184603.89,-0.191145,51.546379,"(51.546379, -0.191145)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00520039,IN PROGRESS,MAJOR,Streetworks,Supply and lay Granite units as per the attached quotation,Queen's Crescent,Marden Road to Weedington Road - (Ph1 -  Alcroft Rd - JW Weedington Rd,Haverstock,12/08/2024,12/09/2025,CM045-G-LIVE-00288069,Camden,-,-,E05013658,Gospel Oak,528163.3,184997.38,-0.15296,51.549323,"(51.549323, -0.15296)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00526886,WORKS ABANDONED,MAJOR,Streetworks,"[New service connection] Permit to ban the left turn into Adelaide Road, which has a direction closure for works.",Chalk Farm Road,unction of Chalk Farm Road & Adelaide Road,Camden Town,12/05/2025,16/05/2025,MU091-NLTM0081383177-030,Thames Water Utilities Ltd,-,-,E05013660,Haverstock,528186.17,184394.82,-0.152849,51.543903,"(51.543903, -0.152849)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523192,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of hoarding on the public highway to facilitate fire remedial works,Werrington Street,Somerset Court/St Mary & St Pancras School,St Pancras And Somers Town,06/01/2025,07/07/2025,CM001-L-LIVE-00060967,Camden,-,-,E05013669,St Pancras and Somers Town,529521.11,183063.21,-0.134099,51.531631,"(51.531631, -0.134099)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00523744,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] Excavate in the carriageway to repair damaged chamber,Queen Square,O/S Sir Charles Symonds House  8-11,Holborn And Covent Garden,17/05/2025,17/05/2025,NK102-VM/CIP/437077A,Virgin Media,-,-,E05013662,Holborn and Covent Garden,530326.58,181994.13,-0.122889,51.521838,"(51.521838, -0.122889)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524525,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] Excavate in the carriageway to repair damaged chamber - NLO25104,Highgate West Hill,S/O 1 SWAINS LANE,Highgate,20/05/2025,22/05/2025,NK102-VM/CIP/472661A,Virgin Media,-,-,E05013661,Highgate,528282.66,186361.5,-0.150742,51.561555,"(51.561555, -0.150742)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00524775,PROPOSED WORKS,MAJOR,Streetworks,[Highway repair and maintenance works] Public realm Improvement,Bucknall Street,Earnshaw Street to Dyott Street,Holborn And Covent Garden,31/03/2025,02/05/2025,CW064-39710046,Camden,-,-,E05013662,Holborn and Covent Garden,529947.85,181339.79,-0.128586,51.516045,"(51.516045, -0.128586)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00519129,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] TO RECTIFY DEFECT IN FW,Goldington Crescent,7B,St Pancras And Somers Town,01/04/2025,02/04/2025,MU701-00599775-001,Thames Water Utilities Ltd,-,-,E05013669,St Pancras and Somers Town,529621.18,183435.44,-0.13252,51.534953,"(51.534953, -0.13252)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528302,WORKS ABANDONED,MINOR,Streetworks,"[Utility asset works] CLEAR BLOCKAGE AND LAY DUCT IF REQUIRED: clear blockages O/S 3, 4,5,6 AND 11",East Heath Road,"O/S 2 - junction Well Walk: clear blockages O/S 3, 4,5,6 AND 11",Hampstead Town,24/03/2025,26/03/2025,BC991--GEC-WEWHAM-1366954,Bt,-,-,E05013659,Hampstead Town,526783.26,186161.38,-0.172433,51.560095,"(51.560095, -0.172433)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528117,PROPOSED WORKS,MINOR,Streetworks,[Utility asset works] WATER METER INSTALLATION IN THE FOOTWAY (2),Langland Gardens,4,Frognal And Fitzjohns,31/03/2025,02/04/2025,MU028-PMP-CAMDEN-0313202,Thames Water Utilities Ltd,-,-,E05013657,Frognal,525934.22,185283.8,-0.184989,51.552398,"(51.552398, -0.184989)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00527128,PROPOSED WORKS,MAJOR,Streetworks,[Utility asset works] TM PERMIT LINK TO MU091NWS00080546897-001,Gaisford Street,SIDE OF 204 KENTISH TOWN ROAD,Cantelowes,14/04/2025,16/04/2025,MU091-NWS-080546897,Thames Water Utilities Ltd,-,-,E05013664,Kentish Town South,528988.67,184874.29,-0.141108,51.548029,"(51.548029, -0.141108)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00522131,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of a hoarding on the public highway to facilitate repairs to brickwork,Willingham Terrace,s/o 89 Leighton Road,Kentish Town,14/10/2024,14/04/2025,CM001-L-LIVE-00060793,Camden,-,-,E05013663,Kentish Town North,529337.98,185283.05,-0.135922,51.551623,"(51.551623, -0.135922)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00477307,PROPOSED REMEDIAL,MINOR,Streetworks,[Remedial works] Remedial - cracked York stone replacement,North Villas,Between Cantelowes Road and Camden Park Road,Cantelowes,27/03/2025,27/03/2025,TW018-RA-08-21-018,Gnetwork Ltd,-,-,E05013654,Camden Square,529756.18,184727.63,-0.130099,51.546535,"(51.546535, -0.130099)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00525574,WORKS ABANDONED,MINOR,Streetworks,"Installation of a replacement potable water trunk main through Regents Park, approx 1.4k/ Main Worksis all within  Outer Circle with Valve operations for isolations and zoning extending into the Camden area. This permit covers the main works, providing a vehicle holding area in Lane 1 EastBound. 2Way traffic will be maintained. Another permit will be submitted for the works to the south of the park.",Outer Circle,From outside the entrance to the broad walk bridge to outside 3 outer circle.,Regent's Park,17/02/2025,17/07/2025,MU056-TWG0045OUTERCIRCN,Thames Water Utilities Ltd,-,-,E05013668,Regents Park,528390.71,183569.71,-0.150202,51.536441,"(51.536441, -0.150202)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00528433,PROPOSED WORKS,MINOR,Streetworks,Marlborough working on behalf of London Borough of Camden. rl 2 asps,West End Lane,op Sandwell mansions os tesco,West Hampstead,24/03/2025,26/03/2025,CM045-G-LIVE-00294510,Camden,-,-,E05013671,West Hampstead,525497.55,184953.41,-0.191401,51.549526,"(51.549526, -0.191401)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
LA00521751,PROPOSED WORKS,HIGHWAYS ACT PERMITS,Building Licence,Erection of scaffolding on the public highway to facilitate refurbishment,Portpool Lane,s/o 70 Grays Inn Road,Holborn And Covent Garden,02/10/2024,02/04/2025,CM001-L-LIVE-00060744,Camden,-,-,E05013662,Holborn and Covent Garden,531130.12,181922.12,-0.11134,51.521006,"(51.521006, -0.11134)",Plotted By Council Officer,24/03/2025 08:15:48 AM,http://opendatacommunities.org/id/london-borough-council/camden
